RANK	SYL	COUNT	P(Syl)     	Sum(P(Syl))
1178	StOk	60	0.0000593681	0.9507808882
1179	tsi	59	0.0000583786	0.9508392668
1180	tro:	59	0.0000583786	0.9508976455
1181	tra:g	59	0.0000583786	0.9509560241
1182	ri	59	0.0000583786	0.9510144027
1183	ls	59	0.0000583786	0.9510727813
1184	ka:r	59	0.0000583786	0.9511311599
1185	hEr	59	0.0000583786	0.9511895386
1186	ble:	59	0.0000583786	0.9512479172
1187	StElt	59	0.0000583786	0.9513062958
1188	Qu	59	0.0000583786	0.9513646744
1189	zEtst	58	0.0000573891	0.9514220636
1190	tso:	58	0.0000573891	0.9514794527
1191	ti:6t	58	0.0000573891	0.9515368419
1192	te:k	58	0.0000573891	0.9515942310
1193	pla:nt	58	0.0000573891	0.9516516202
1194	nUt	58	0.0000573891	0.9517090093
1195	n6s	58	0.0000573891	0.9517663985
1196	n6n	58	0.0000573891	0.9518237876
1197	my:t	58	0.0000573891	0.9518811768
1198	k9nd	58	0.0000573891	0.9519385659
1199	haUf	58	0.0000573891	0.9519959551
1200	glaUp	58	0.0000573891	0.9520533442
1201	fah	58	0.0000573891	0.9521107334
1202	fO6t	58	0.0000573891	0.9521681225
1203	drEs	58	0.0000573891	0.9522255117
1204	dIs	58	0.0000573891	0.9522829008
1205	Er	58	0.0000573891	0.9523402900
1206	tra:N	57	0.0000563997	0.9523966896
1207	sa:	57	0.0000563997	0.9524530893
1208	paU	57	0.0000563997	0.9525094890
1209	o:s	57	0.0000563997	0.9525658887
1210	ka:m	57	0.0000563997	0.9526222884
1211	jEt	57	0.0000563997	0.9526786880
1212	ge:N	57	0.0000563997	0.9527350877
1213	fE6nt	57	0.0000563997	0.9527914874
1214	draIn	57	0.0000563997	0.9528478871
1215	bli	57	0.0000563997	0.9529042868
1216	alt	57	0.0000563997	0.9529606865
1217	SmIt	57	0.0000563997	0.9530170861
1218	QEks	57	0.0000563997	0.9530734858
1219	sm	56	0.0000554102	0.9531288960
1220	ra~:s	56	0.0000554102	0.9531843062
1221	p@	56	0.0000554102	0.9532397165
1222	ko:	56	0.0000554102	0.9532951267
1223	klE:6t	56	0.0000554102	0.9533505369
1224	h2:s	56	0.0000554102	0.9534059471
1225	b6s	56	0.0000554102	0.9534613573
1226	az	56	0.0000554102	0.9535167675
1227	ak	56	0.0000554102	0.9535721777
1228	Star	56	0.0000554102	0.9536275880
1229	z@l	55	0.0000544207	0.9536820087
1230	nos	55	0.0000544207	0.9537364294
1231	grUnt	55	0.0000544207	0.9537908502
1232	fo:n	55	0.0000544207	0.9538452709
1233	fast	55	0.0000544207	0.9538996917
1234	braxt	55	0.0000544207	0.9539541124
1235	Spe	55	0.0000544207	0.9540085332
1236	@r	55	0.0000544207	0.9540629539
1237	tnt	54	0.0000534313	0.9541163852
1238	raU	54	0.0000534313	0.9541698165
1239	rIS	54	0.0000534313	0.9542232478
1240	nt@	54	0.0000534313	0.9542766790
1241	lo:	54	0.0000534313	0.9543301103
1242	la:N	54	0.0000534313	0.9543835416
1243	gra	54	0.0000534313	0.9544369729
1244	gEN	54	0.0000534313	0.9544904041
1245	dry:	54	0.0000534313	0.9545438354
1246	darf	54	0.0000534313	0.9545972667
1247	blIk	54	0.0000534313	0.9546506980
1248	bi:6	54	0.0000534313	0.9547041292
1249	@N	54	0.0000534313	0.9547575605
1250	vO6	53	0.0000524418	0.9548100023
1251	ry:	53	0.0000524418	0.9548624441
1252	nE:s	53	0.0000524418	0.9549148860
1253	li:p	53	0.0000524418	0.9549673278
1254	kUl	53	0.0000524418	0.9550197696
1255	hIl	53	0.0000524418	0.9550722114
1256	Uts	53	0.0000524418	0.9551246532
1257	StrEk	53	0.0000524418	0.9551770950
1258	Sla:x	53	0.0000524418	0.9552295368
1259	zO6	52	0.0000514523	0.9552809892
1260	vO6t	52	0.0000514523	0.9553324415
1261	vIk	52	0.0000514523	0.9553838938
1262	tsaIk	52	0.0000514523	0.9554353462
1263	tsE6t	52	0.0000514523	0.9554867985
1264	taU	52	0.0000514523	0.9555382509
1265	rO	52	0.0000514523	0.9555897032
1266	pry:	52	0.0000514523	0.9556411555
1267	ple:	52	0.0000514523	0.9556926079
1268	ho:x	52	0.0000514523	0.9557440602
1269	he:	52	0.0000514523	0.9557955126
1270	SlUs	52	0.0000514523	0.9558469649
1271	QIz	52	0.0000514523	0.9558984172
1272	trOf	51	0.0000504629	0.9559488801
1273	tIN	51	0.0000504629	0.9559993430
1274	sUnt	51	0.0000504629	0.9560498059
1275	part	51	0.0000504629	0.9561002687
1276	lant	51	0.0000504629	0.9561507316
1277	laUf	51	0.0000504629	0.9562011945
1278	hElf	51	0.0000504629	0.9562516574
1279	h2:6	51	0.0000504629	0.9563021202
1280	gNs	51	0.0000504629	0.9563525831
1281	dY6f	51	0.0000504629	0.9564030460
1282	zEpst	50	0.0000494734	0.9564525194
1283	ti:6n	50	0.0000494734	0.9565019928
1284	po	50	0.0000494734	0.9565514662
1285	hOl	50	0.0000494734	0.9566009396
1286	dOYtS	50	0.0000494734	0.9566504130
1287	alz	50	0.0000494734	0.9566998864
1288	StaI	50	0.0000494734	0.9567493598
1289	SraIp	50	0.0000494734	0.9567988332
1290	Saft	50	0.0000494734	0.9568483066
1291	vU6	49	0.0000484839	0.9568967906
1292	ti:6	49	0.0000484839	0.9569452745
1293	su:6	49	0.0000484839	0.9569937584
1294	nh	49	0.0000484839	0.9570422424
1295	hOx	49	0.0000484839	0.9570907263
1296	fba:t	49	0.0000484839	0.9571392102
1297	fIt	49	0.0000484839	0.9571876942
1298	drIN	49	0.0000484839	0.9572361781
1299	SOp	49	0.0000484839	0.9572846621
1300	vOxs	48	0.0000474945	0.9573321565
1301	rIk	48	0.0000474945	0.9573796510
1302	rICt	48	0.0000474945	0.9574271455
1303	pOts	48	0.0000474945	0.9574746399
1304	naxts	48	0.0000474945	0.9575221344
1305	nIn	48	0.0000474945	0.9575696289
1306	nEC	48	0.0000474945	0.9576171233
1307	ju	48	0.0000474945	0.9576646178
1308	gUk	48	0.0000474945	0.9577121123
1309	fraN	48	0.0000474945	0.9577596067
1310	flEk	48	0.0000474945	0.9578071012
1311	bn	48	0.0000474945	0.9578545957
1312	a:s	48	0.0000474945	0.9579020902
1313	SraIb	48	0.0000474945	0.9579495846
1314	Nan	48	0.0000474945	0.9579970791
1315	vam	47	0.0000465050	0.9580435841
1316	nu	47	0.0000465050	0.9580900891
1317	lOYf	47	0.0000465050	0.9581365941
1318	kOp	47	0.0000465050	0.9581830991
1319	kIC	47	0.0000465050	0.9582296041
1320	h@n	47	0.0000465050	0.9582761091
1321	gu	47	0.0000465050	0.9583226141
1322	blOk	47	0.0000465050	0.9583691191
1323	aINt	47	0.0000465050	0.9584156241
1324	zi:6n	46	0.0000455155	0.9584611396
1325	rUn	46	0.0000455155	0.9585066552
1326	pjEl	46	0.0000455155	0.9585521707
1327	nfO6	46	0.0000455155	0.9585976862
1328	kas	46	0.0000455155	0.9586432018
1329	i:6m	46	0.0000455155	0.9586887173
1330	flIC	46	0.0000455155	0.9587342328
1331	fEn	46	0.0000455155	0.9587797484
1332	do:	46	0.0000455155	0.9588252639
1333	bo:t	46	0.0000455155	0.9588707794
1334	Y	46	0.0000455155	0.9589162950
1335	Spar	46	0.0000455155	0.9589618105
1336	SIfs	46	0.0000455155	0.9590073260
1337	tsi:p	45	0.0000445261	0.9590518521
1338	tm	45	0.0000445261	0.9590963782
1339	tal	45	0.0000445261	0.9591409042
1340	ta:xs	45	0.0000445261	0.9591854303
1341	ta:t	45	0.0000445261	0.9592299563
1342	st6	45	0.0000445261	0.9592744824
1343	sIk	45	0.0000445261	0.9593190085
1344	pri	45	0.0000445261	0.9593635345
1345	no:t	45	0.0000445261	0.9594080606
1346	nEs	45	0.0000445261	0.9594525867
1347	lIj	45	0.0000445261	0.9594971127
1348	k2:	45	0.0000445261	0.9595416388
1349	StEnt	45	0.0000445261	0.9595861649
1350	vo:n	44	0.0000435366	0.9596297015
1351	tsE6	44	0.0000435366	0.9596732381
1352	tre:	44	0.0000435366	0.9597167747
1353	ni:6t	44	0.0000435366	0.9597603112
1354	naI	44	0.0000435366	0.9598038478
1355	le:Ct	44	0.0000435366	0.9598473844
1356	klIs	44	0.0000435366	0.9598909210
1357	ftn	44	0.0000435366	0.9599344576
1358	aUh	44	0.0000435366	0.9599779942
1359	@ns	44	0.0000435366	0.9600215308
1360	zIts	43	0.0000425471	0.9600640780
1361	saI	43	0.0000425471	0.9601066251
1362	paUl	43	0.0000425471	0.9601491722
1363	mYns	43	0.0000425471	0.9601917193
1364	lE6n	43	0.0000425471	0.9602342665
1365	kU6s	43	0.0000425471	0.9602768136
1366	drUk	43	0.0000425471	0.9603193607
1367	ba:rt	43	0.0000425471	0.9603619079
1368	Spa:s	43	0.0000425471	0.9604044550
1369	tse:nt	42	0.0000415577	0.9604460126
1370	tsaId	42	0.0000415577	0.9604875703
1371	tSaIn	42	0.0000415577	0.9605291280
1372	sEt	42	0.0000415577	0.9605706856
1373	pst@n	42	0.0000415577	0.9606122433
1374	plIC	42	0.0000415577	0.9606538009
1375	ne:Cst	42	0.0000415577	0.9606953586
1376	lEt	42	0.0000415577	0.9607369163
1377	kO6	42	0.0000415577	0.9607784739
1378	gg@s	42	0.0000415577	0.9608200316
1379	e:N	42	0.0000415577	0.9608615892
1380	ES	42	0.0000415577	0.9609031469
1381	zar	41	0.0000405682	0.9609437151
1382	xUN	41	0.0000405682	0.9609842833
1383	tsEl	41	0.0000405682	0.9610248515
1384	maS	41	0.0000405682	0.9610654197
1385	mEN	41	0.0000405682	0.9611059879
1386	klICs	41	0.0000405682	0.9611465561
1387	kaUf	41	0.0000405682	0.9611871242
1388	i:l	41	0.0000405682	0.9612276924
1389	fam	41	0.0000405682	0.9612682606
1390	d@m	41	0.0000405682	0.9613088288
1391	bOY	41	0.0000405682	0.9613493970
1392	SpOn	41	0.0000405682	0.9613899652
1393	SpO6t	41	0.0000405682	0.9614305334
1394	vif	40	0.0000395787	0.9614701121
1395	ts6	40	0.0000395787	0.9615096909
1396	tra:k	40	0.0000395787	0.9615492696
1397	tSEk	40	0.0000395787	0.9615888483
1398	raIt	40	0.0000395787	0.9616284270
1399	nu:k	40	0.0000395787	0.9616680057
1400	nStat	40	0.0000395787	0.9617075845
1401	me	40	0.0000395787	0.9617471632
1402	mE:	40	0.0000395787	0.9617867419
1403	lIn	40	0.0000395787	0.9618263206
1404	k@l	40	0.0000395787	0.9618658994
1405	haIt	40	0.0000395787	0.9619054781
1406	ha:pt	40	0.0000395787	0.9619450568
1407	gr2:	40	0.0000395787	0.9619846355
1408	StrIC	40	0.0000395787	0.9620242143
1409	Sri:	40	0.0000395787	0.9620637930
1410	SraIm	40	0.0000395787	0.9621033717
1411	vY	39	0.0000385893	0.9621419610
1412	sl	39	0.0000385893	0.9621805502
1413	ran	39	0.0000385893	0.9622191395
1414	ra:N	39	0.0000385893	0.9622577287
1415	ne:C	39	0.0000385893	0.9622963180
1416	nIN	39	0.0000385893	0.9623349072
1417	my:	39	0.0000385893	0.9623734965
1418	kn	39	0.0000385893	0.9624120858
1419	jUm	39	0.0000385893	0.9624506750
1420	ge:b	39	0.0000385893	0.9624892643
1421	do	39	0.0000385893	0.9625278535
1422	dn@	39	0.0000385893	0.9625664428
1423	di:zs	39	0.0000385893	0.9626050320
1424	Spra:	39	0.0000385893	0.9626436213
1425	SnaI	39	0.0000385893	0.9626822106
1426	INs	39	0.0000385893	0.9627207998
1427	Ci	39	0.0000385893	0.9627593891
1428	zIks	38	0.0000375998	0.9627969889
1429	tsIh	38	0.0000375998	0.9628345886
1430	trE:k	38	0.0000375998	0.9628721884
1431	te:t	38	0.0000375998	0.9629097882
1432	tan	38	0.0000375998	0.9629473880
1433	sjo	38	0.0000375998	0.9629849878
1434	saIt	38	0.0000375998	0.9630225876
1435	rIs	38	0.0000375998	0.9630601874
1436	rEn	38	0.0000375998	0.9630977872
1437	mi:l	38	0.0000375998	0.9631353869
1438	ma:6n	38	0.0000375998	0.9631729867
1439	gry:	38	0.0000375998	0.9632105865
1440	fe:6	38	0.0000375998	0.9632481863
1441	fINs	38	0.0000375998	0.9632857861
1442	ds	38	0.0000375998	0.9633233859
1443	bEt	38	0.0000375998	0.9633609857
1444	aUks	38	0.0000375998	0.9633985855
1445	QaN	38	0.0000375998	0.9634361852
1446	QUnh	38	0.0000375998	0.9634737850
1447	QOf	38	0.0000375998	0.9635113848
1448	Os	38	0.0000375998	0.9635489846
1449	vi:s	37	0.0000366103	0.9635855949
1450	tUm	37	0.0000366103	0.9636222052
1451	ny:	37	0.0000366103	0.9636588156
1452	mIj	37	0.0000366103	0.9636954259
1453	lUft	37	0.0000366103	0.9637320362
1454	kOr	37	0.0000366103	0.9637686465
1455	kE:	37	0.0000366103	0.9638052568
1456	gYn	37	0.0000366103	0.9638418672
1457	gIC	37	0.0000366103	0.9638784775
1458	aINlC	37	0.0000366103	0.9639150878
1459	SprIC	37	0.0000366103	0.9639516981
1460	SpE:t	37	0.0000366103	0.9639883084
1461	Qa:m	37	0.0000366103	0.9640249188
1462	ty:	36	0.0000356209	0.9640605396
1463	nEk	36	0.0000356209	0.9640961605
1464	mi:6t	36	0.0000356209	0.9641317813
1465	lUst	36	0.0000356209	0.9641674022
1466	klapt	36	0.0000356209	0.9642030230
1467	kOpf	36	0.0000356209	0.9642386439
1468	hast	36	0.0000356209	0.9642742647
1469	fy:6s	36	0.0000356209	0.9643098856
1470	fri:	36	0.0000356209	0.9643455064
1471	fan	36	0.0000356209	0.9643811273
1472	fUnt	36	0.0000356209	0.9644167481
1473	fUN	36	0.0000356209	0.9644523690
1474	draU	36	0.0000356209	0.9644879898
1475	drYk	36	0.0000356209	0.9645236107
1476	dr@	36	0.0000356209	0.9645592315
1477	di:p	36	0.0000356209	0.9645948524
1478	braUxt	36	0.0000356209	0.9646304732
1479	bas	36	0.0000356209	0.9646660941
1480	bUN	36	0.0000356209	0.9647017149
1481	aINtC	36	0.0000356209	0.9647373358
1482	Stra:s	36	0.0000356209	0.9647729566
1483	SEts	36	0.0000356209	0.9648085775
1484	zaIt	35	0.0000346314	0.9648432089
1485	tSaU	35	0.0000346314	0.9648778403
1486	sEn	35	0.0000346314	0.9649124717
1487	mah	35	0.0000346314	0.9649471030
1488	mU	35	0.0000346314	0.9649817344
1489	li:Ct	35	0.0000346314	0.9650163658
1490	gkOm	35	0.0000346314	0.9650509972
1491	fy:k	35	0.0000346314	0.9650856286
1492	falS	35	0.0000346314	0.9651202600
1493	Stant	35	0.0000346314	0.9651548913
1494	Spa	35	0.0000346314	0.9651895227
1495	SnEls	35	0.0000346314	0.9652241541
1496	Si:m	35	0.0000346314	0.9652587855
1497	I6Nt	35	0.0000346314	0.9652934169
1498	zIS	34	0.0000336419	0.9653270588
1499	vEs	34	0.0000336419	0.9653607007
1500	tIks	34	0.0000336419	0.9653943426
1501	sva:r	34	0.0000336419	0.9654279845
1502	rEl	34	0.0000336419	0.9654616264
1503	nartst	34	0.0000336419	0.9654952684
1504	nE:m	34	0.0000336419	0.9655289103
1505	kEN	34	0.0000336419	0.9655625522
1506	faks	34	0.0000336419	0.9655961941
1507	zOm	33	0.0000326524	0.9656288466
1508	trOts	33	0.0000326524	0.9656614990
1509	ta:s	33	0.0000326524	0.9656941515
1510	tOr	33	0.0000326524	0.9657268039
1511	svaI	33	0.0000326524	0.9657594563
1512	sjo:n	33	0.0000326524	0.9657921088
1513	raUf	33	0.0000326524	0.9658247612
1514	kaN	33	0.0000326524	0.9658574137
1515	gSEfts	33	0.0000326524	0.9658900661
1516	ftsIC	33	0.0000326524	0.9659227186
1517	faIt	33	0.0000326524	0.9659553710
1518	di:nst	33	0.0000326524	0.9659880235
1519	da:k	33	0.0000326524	0.9660206759
1520	StrEN	33	0.0000326524	0.9660533284
1521	Stn	33	0.0000326524	0.9660859808
1522	SpaI	33	0.0000326524	0.9661186333
1523	6l	33	0.0000326524	0.9661512857
1524	vIn	32	0.0000316630	0.9661829487
1525	tsvants	32	0.0000316630	0.9662146117
1526	tsa:lt	32	0.0000316630	0.9662462747
1527	sEks	32	0.0000316630	0.9662779376
1528	mUst	32	0.0000316630	0.9663096006
1529	m@s	32	0.0000316630	0.9663412636
1530	lEk	32	0.0000316630	0.9663729266
1531	klaU	32	0.0000316630	0.9664045895
1532	hu:	32	0.0000316630	0.9664362525
1533	hap	32	0.0000316630	0.9664679155
1534	gElt	32	0.0000316630	0.9664995785
1535	gE:b	32	0.0000316630	0.9665312415
1536	ft@n	32	0.0000316630	0.9665629044
1537	fInd	32	0.0000316630	0.9665945674
1538	e:n	32	0.0000316630	0.9666262304
1539	dOl	32	0.0000316630	0.9666578934
1540	dO6s	32	0.0000316630	0.9666895564
1541	Sve:6	32	0.0000316630	0.9667212193
1542	Spre:C	32	0.0000316630	0.9667528823
1543	zaIm	31	0.0000306735	0.9667835558
1544	v96	31	0.0000306735	0.9668142293
1545	tsjo:ns	31	0.0000306735	0.9668449029
1546	tsja	31	0.0000306735	0.9668755764
1547	tsI6	31	0.0000306735	0.9669062499
1548	t@m	31	0.0000306735	0.9669369234
1549	ri:n	31	0.0000306735	0.9669675969
1550	pO6	31	0.0000306735	0.9669982704
1551	le:6	31	0.0000306735	0.9670289439
1552	klEn	31	0.0000306735	0.9670596174
1553	kaIm	31	0.0000306735	0.9670902909
1554	kY6	31	0.0000306735	0.9671209645
1555	grUn	31	0.0000306735	0.9671516380
1556	brIC	31	0.0000306735	0.9671823115
1557	Qalz	31	0.0000306735	0.9672129850
1558	QEr	31	0.0000306735	0.9672436585
1559	zaIts	30	0.0000296840	0.9672733425
1560	zEs	30	0.0000296840	0.9673030266
1561	z6m	30	0.0000296840	0.9673327106
1562	vi:6t	30	0.0000296840	0.9673623947
1563	trOt	30	0.0000296840	0.9673920787
1564	tSaI	30	0.0000296840	0.9674217628
1565	se:m	30	0.0000296840	0.9674514468
1566	sams	30	0.0000296840	0.9674811308
1567	raIz	30	0.0000296840	0.9675108149
1568	ra:Nt	30	0.0000296840	0.9675404989
1569	rU	30	0.0000296840	0.9675701830
1570	nUts	30	0.0000296840	0.9675998670
1571	mu:	30	0.0000296840	0.9676295511
1572	lE6	30	0.0000296840	0.9676592351
1573	l2:	30	0.0000296840	0.9676889191
1574	ku	30	0.0000296840	0.9677186032
1575	glaIj	30	0.0000296840	0.9677482872
1576	frOYnt	30	0.0000296840	0.9677779713
1577	faIn	30	0.0000296840	0.9678076553
1578	fY6C	30	0.0000296840	0.9678373394
1579	bs	30	0.0000296840	0.9678670234
1580	blo:s	30	0.0000296840	0.9678967074
1581	aUN	30	0.0000296840	0.9679263915
1582	a:n	30	0.0000296840	0.9679560755
1583	Zi:	30	0.0000296840	0.9679857596
1584	Spa:n	30	0.0000296840	0.9680154436
1585	Sal	30	0.0000296840	0.9680451277
1586	za:x	29	0.0000286946	0.9680738222
1587	zEps	29	0.0000286946	0.9681025168
1588	z6n	29	0.0000286946	0.9681312114
1589	vaIn	29	0.0000286946	0.9681599060
1590	tra	29	0.0000286946	0.9681886005
1591	tja:	29	0.0000286946	0.9682172951
1592	t6s	29	0.0000286946	0.9682459897
1593	st@	29	0.0000286946	0.9682746843
1594	se:6	29	0.0000286946	0.9683033788
1595	rIt	29	0.0000286946	0.9683320734
1596	pUNkt	29	0.0000286946	0.9683607680
1597	nfax	29	0.0000286946	0.9683894626
1598	nUl	29	0.0000286946	0.9684181571
1599	maInt	29	0.0000286946	0.9684468517
1600	kre:	29	0.0000286946	0.9684755463
1601	kap	29	0.0000286946	0.9685042409
1602	kUm	29	0.0000286946	0.9685329354
1603	hE6n	29	0.0000286946	0.9685616300
1604	h9l	29	0.0000286946	0.9685903246
1605	gE	29	0.0000286946	0.9686190192
1606	fro:n	29	0.0000286946	0.9686477137
1607	frIS	29	0.0000286946	0.9686764083
1608	flaICt	29	0.0000286946	0.9687051029
1609	fIC	29	0.0000286946	0.9687337975
1610	bu:6	29	0.0000286946	0.9687624920
1611	brOYCt	29	0.0000286946	0.9687911866
1612	brI	29	0.0000286946	0.9688198812
1613	bmUns	29	0.0000286946	0.9688485758
1614	bYr	29	0.0000286946	0.9688772703
1615	bIz	29	0.0000286946	0.9689059649
1616	E:	29	0.0000286946	0.9689346595
1617	zats	28	0.0000277051	0.9689623646
1618	va:N	28	0.0000277051	0.9689900697
1619	vYs	28	0.0000277051	0.9690177748
1620	sar	28	0.0000277051	0.9690454799
1621	pEt	28	0.0000277051	0.9690731850
1622	pEk	28	0.0000277051	0.9691008901
1623	p@n	28	0.0000277051	0.9691285952
1624	nO6t	28	0.0000277051	0.9691563003
1625	nEnt	28	0.0000277051	0.9691840054
1626	mam	28	0.0000277051	0.9692117106
1627	mIS	28	0.0000277051	0.9692394157
1628	mE6k	28	0.0000277051	0.9692671208
1629	laIn	28	0.0000277051	0.9692948259
1630	la:r	28	0.0000277051	0.9693225310
1631	k6	28	0.0000277051	0.9693502361
1632	hm	28	0.0000277051	0.9693779412
1633	flu:	28	0.0000277051	0.9694056463
1634	fIS	28	0.0000277051	0.9694333514
1635	fEkt	28	0.0000277051	0.9694610565
1636	d6n	28	0.0000277051	0.9694887616
1637	bIS	28	0.0000277051	0.9695164667
1638	a~	28	0.0000277051	0.9695441718
1639	StUnd	28	0.0000277051	0.9695718769
1640	Spi:lt	28	0.0000277051	0.9695995820
1641	Span	28	0.0000277051	0.9696272872
1642	SlIm	28	0.0000277051	0.9696549923
1643	QUN	28	0.0000277051	0.9696826974
1644	zu:t	27	0.0000267156	0.9697094130
1645	zu	27	0.0000267156	0.9697361286
1646	zamt	27	0.0000267156	0.9697628443
1647	vE6k	27	0.0000267156	0.9697895599
1648	tsjEl	27	0.0000267156	0.9698162756
1649	tEC	27	0.0000267156	0.9698429912
1650	sUn	27	0.0000267156	0.9698697068
1651	nma:l	27	0.0000267156	0.9698964225
1652	maIN	27	0.0000267156	0.9699231381
1653	lE6nt	27	0.0000267156	0.9699498538
1654	kraf	27	0.0000267156	0.9699765694
1655	hUN	27	0.0000267156	0.9700032850
1656	gas	27	0.0000267156	0.9700300007
1657	gaIst	27	0.0000267156	0.9700567163
1658	brEC	27	0.0000267156	0.9700834320
1659	bo:s	27	0.0000267156	0.9701101476
1660	art	27	0.0000267156	0.9701368632
1661	SprE:C	27	0.0000267156	0.9701635789
1662	Spa:	27	0.0000267156	0.9701902945
1663	Sm	27	0.0000267156	0.9702170101
1664	Qo:s	27	0.0000267156	0.9702437258
1665	EC	27	0.0000267156	0.9702704414
1666	xm	26	0.0000257262	0.9702961676
1667	ve:l	26	0.0000257262	0.9703218938
1668	ve	26	0.0000257262	0.9703476199
1669	ta:f	26	0.0000257262	0.9703733461
1670	tIp	26	0.0000257262	0.9703990723
1671	tEs	26	0.0000257262	0.9704247984
1672	tEr	26	0.0000257262	0.9704505246
1673	stsaIt	26	0.0000257262	0.9704762508
1674	ru	26	0.0000257262	0.9705019770
1675	laIp	26	0.0000257262	0.9705277031
1676	lUk	26	0.0000257262	0.9705534293
1677	lIf	26	0.0000257262	0.9705791555
1678	kri:g	26	0.0000257262	0.9706048816
1679	kUz	26	0.0000257262	0.9706306078
1680	kUnf	26	0.0000257262	0.9706563340
1681	gn@t	26	0.0000257262	0.9706820602
1682	gInt	26	0.0000257262	0.9707077863
1683	frIs	26	0.0000257262	0.9707335125
1684	djo	26	0.0000257262	0.9707592387
1685	di:t	26	0.0000257262	0.9707849648
1686	a:l	26	0.0000257262	0.9708106910
1687	a:h	26	0.0000257262	0.9708364172
1688	Sri:m	26	0.0000257262	0.9708621433
1689	QO6t	26	0.0000257262	0.9708878695
1690	Ekt	26	0.0000257262	0.9709135957
1691	zIN	25	0.0000247367	0.9709383324
1692	vi:n	25	0.0000247367	0.9709630691
1693	vUs	25	0.0000247367	0.9709878058
1694	tsIst	25	0.0000247367	0.9710125425
1695	tIs	25	0.0000247367	0.9710372792
1696	tEks	25	0.0000247367	0.9710620159
1697	sa:k	25	0.0000247367	0.9710867526
1698	rOl	25	0.0000247367	0.9711114893
1699	nak	25	0.0000247367	0.9711362260
1700	na:l	25	0.0000247367	0.9711609627
1701	mi:ns	25	0.0000247367	0.9711856994
1702	hart	25	0.0000247367	0.9712104361
1703	h@	25	0.0000247367	0.9712351728
1704	fts@n	25	0.0000247367	0.9712599095
1705	fU6Ct	25	0.0000247367	0.9712846462
1706	dja	25	0.0000247367	0.9713093829
1707	dak	25	0.0000247367	0.9713341196
1708	dO6f	25	0.0000247367	0.9713588563
1709	d@l	25	0.0000247367	0.9713835930
1710	bli:	25	0.0000247367	0.9714083297
1711	bUNs	25	0.0000247367	0.9714330664
1712	StOp	25	0.0000247367	0.9714578031
1713	Sla:h	25	0.0000247367	0.9714825398
1714	Sa	25	0.0000247367	0.9715072765
1715	S@n	25	0.0000247367	0.9715320133
1716	Nants	25	0.0000247367	0.9715567500
1717	zans	24	0.0000237472	0.9715804972
1718	tsvaIt	24	0.0000237472	0.9716042444
1719	lat	24	0.0000237472	0.9716279917
1720	karls	24	0.0000237472	0.9716517389
1721	k96	24	0.0000237472	0.9716754861
1722	ho:fs	24	0.0000237472	0.9716992334
1723	hax	24	0.0000237472	0.9717229806
1724	haIl	24	0.0000237472	0.9717467278
1725	hE6ts	24	0.0000237472	0.9717704751
1726	gru:	24	0.0000237472	0.9717942223
1727	ge:6	24	0.0000237472	0.9718179695
1728	fte:	24	0.0000237472	0.9718417168
1729	fli:kt	24	0.0000237472	0.9718654640
1730	bYf	24	0.0000237472	0.9718892112
1731	StYks	24	0.0000237472	0.9719129585
1732	SIC	24	0.0000237472	0.9719367057
1733	S6	24	0.0000237472	0.9719604529
1734	Qo:6	24	0.0000237472	0.9719842002
1735	QC	24	0.0000237472	0.9720079474
1736	Ol	24	0.0000237472	0.9720316946
1737	Oft	24	0.0000237472	0.9720554419
1738	vYd	23	0.0000227578	0.9720781996
1739	tsEp	23	0.0000227578	0.9721009574
1740	tsElt	23	0.0000227578	0.9721237152
1741	tri:	23	0.0000227578	0.9721464729
1742	te:m	23	0.0000227578	0.9721692307
1743	tas	23	0.0000227578	0.9721919885
1744	t6m	23	0.0000227578	0.9722147462
1745	st@n	23	0.0000227578	0.9722375040
1746	sn6	23	0.0000227578	0.9722602618
1747	si:p	23	0.0000227578	0.9722830195
1748	sa:x	23	0.0000227578	0.9723057773
1749	rUnt	23	0.0000227578	0.9723285351
1750	rOk	23	0.0000227578	0.9723512928
1751	prEs	23	0.0000227578	0.9723740506
1752	paI	23	0.0000227578	0.9723968084
1753	nap	23	0.0000227578	0.9724195661
1754	naIm	23	0.0000227578	0.9724423239
1755	laId	23	0.0000227578	0.9724650817
1756	klE:	23	0.0000227578	0.9724878394
1757	ke:m	23	0.0000227578	0.9725105972
1758	kYC	23	0.0000227578	0.9725333550
1759	hant	23	0.0000227578	0.9725561127
1760	gg@	23	0.0000227578	0.9725788705
1761	gE6m	23	0.0000227578	0.9726016283
1762	fy	23	0.0000227578	0.9726243860
1763	fro:	23	0.0000227578	0.9726471438
1764	fra:g	23	0.0000227578	0.9726699016
1765	fEk	23	0.0000227578	0.9726926593
1766	djUm	23	0.0000227578	0.9727154171
1767	di:6n	23	0.0000227578	0.9727381749
1768	daI	23	0.0000227578	0.9727609326
1769	bU6	23	0.0000227578	0.9727836904
1770	StraI	23	0.0000227578	0.9728064482
1771	StaIk	23	0.0000227578	0.9728292059
1772	Si:t	23	0.0000227578	0.9728519637
1773	SEt	23	0.0000227578	0.9728747215
1774	Qaz	23	0.0000227578	0.9728974792
1775	E:n	23	0.0000227578	0.9729202370
1776	v@n	22	0.0000217683	0.9729420053
1777	tsi:6t	22	0.0000217683	0.9729637736
