ipa_trigram,frequency
t__p:__d,46
ʃ_v_ai,46
ʃ_r_ɛ,46
s_t_yː,46
s_f_eː,46
s_ɛ_t,46
r_iː_ɐ,46
r_ə_k,46
p_a_l,46
ɔ_l_n,46
ɔ_ɐ_ʃ,46
œ_l_ɪ,46
oː_yː_b,46
oː_ʃ_p,46
oː_m_eː,46
ŋ_k_l,46
ŋ_aː_b,46
n_f_eː,46
m_z_a,46
m_t_g,46
m_h_aː,46
m_g_a,46
m_ɐ_f,46
l__p:__f,46
k_aː_l,46
k_a_k,46
ɪ_ʃ_j,46
ɪ_ŋ_d,46
ɪ_ç_x,46
iː_uː_n,46
iː_t_r,46
iː_s_ə,46
iː_l_k,46
iː_b_ɪ,46
iː_au_s,46
h_aː_r,46
f_r_ɛ,46
f_oː_t,46
f_ɪ_ʃ,46
f_d_r,46
ɛ_l_ʊ,46
ə_ʃ_v,46
eː_z_oː,46
eː_t_ə,46
eː_n_ɔi,46
eː_b_ɐ,46
d_uː_f,46
d_ə_l,46
ç_j_t,46
ç_g_ʊ,46
ç_eː_r,46
ɐ_l_oː,46
ɐ_k_œ,46
ɐ_b_aː,46
au_s_ʊ,46
ai_t_v,46
aː_m_b,46
aː_f_r,46
aː_aː_ɐ,46
_p:__v_ai,46
_p:__n_ɪ,46
x_k_a,45
x_eː_m,45
ʊ_ŋ_n,45
ʊ_ŋ_a,45
uː_ɐ_ai,45
t_f_ʏ,45
t_ɐ_ʊ,45
t_ɐ_ʃ,45
s_m_t,45
s_k_ʊ,45
r_m_ɪ,45
r_iː_r,45
r_ə_t,45
r_ə_f,45
r_ə_a,45
r_ai_v,45
p_eː_ɐ,45
p_aː_t,45
ɔ_k_ə,45
oː_ʃ_øː,45
oː_p_a,45
oː_h_oː,45
oː_aː_m,45
n_ʊ_m,45
n_l_iː,45
m_z_ɛ,45
m_l_ɛ,45
l_s_m,45
k_t_g,45
k_oː_n,45
ɪ_t_ai,45
ɪ_d_ə,45
ɪ_ɐ_b,45
iː_z_ɛ,45
h_øː_h,45
h_ɪ_l,45
f_z_oː,45
f_œ_l,45
f_n_ɪ,45
f_h_a,45
ɛ_ʃ_v,45
ə_p_l,45
ə_ɛ_n,45
eː_b_eː,45
eː_ɐ_oː,45
d_r_z,45
d_n_ʊ,45
d_ə_a,45
d_ɐ_ai,45
ç_ʃ_øː,45
ç_ɔi_r,45
b_aː_t,45
ɐ_t__p:_,45
ɐ_k_s,45
ɐ_a_ŋ,45
au_r_ɪ,45
au_f_ɛ,45
ai_t_t,45
ai_t_ʃ,45
ai_t_f,45
ai_k_t,45
aː_l_iː,45
a_p_f,45
z_ə_ɪ,44
x_z_aː,44
x_d_ɪ,44
x_d_ɛ,44
v_r_k,44
k_oː_n,44
v_ɪ_k,44
v_iː_j,44
uː_v_ɪ,44
uː_t_f,44
uː_n_f,44
uː_m_m,44
t_ʃ_v,44
t_iː_ɔ,44
s_t_x,44
s_m_l,44
s_ə_g,44
s_ai_ç,44
s_a_x,44
r_au_r,44
p_t_ʊ,44
p_ɛ_k,44
ɔ_p_t,44
oː_ɛ_ɐ,44
ŋ_oː_d,44
m_k_l,44
m_aː_h,44
m_aː_g,44
l_s_z,44
l_m_eː,44
l_d_ə,44
ɪ_n_uː,44
ɪ_m_ʃ,44
ɪ_f_ɪ,44
ɪ_ɐ_ɛ,44
iː_ɐ_z,44
iː_ɐ_m,44
g_ʏ_n,44
g_ə__p:_,44
f_t_v,44
f_t_h,44
f_j_aː,44
ɛ_ʃ_a,44
eː_n_aː,44
d_ə_aː,44
ç_v_eː,44
ç_ə_m,44
ç_d_ʊ,44
ɐ_s_ɪ,44
ɐ_m_t,44
au_s_n,44
ai_s_j,44
aː_p_k,44
aː_m_ʃ,44
aː_m_j,44
aː_h_ɐ,44
aː_ɐ_oː,44
a_s_n,44
a_n_p,44
_p:__m_ɪ,44
_p:__b_ɪ,44
z_ə_t,43
x_ɛ_ɐ,43
v_oː_s,43
v_ɪ_m,43
v_ɛ_r,43
ʊ_s_n,43
ʊ_ŋ_ʊ,43
uː_v_ai,43
uː_m_h,43
uː_h_ɪ,43
t_ʏ_l,43
t_t_a,43
t_r_ɔi,43
t_ə_uː,43
s_v_ʏ,43
s_p_eː,43
r_ə_ʃ,43
œ_s_t,43
oː_v_eː,43
oː_l_uː,43
oː_g_ai,43
n_v_ʊ,43
n_ʃ_n,43
n_f_m,43
n_eː_j,43
n_d_m,43
n_au__p:_,43
m_v_oː,43
m_m_ɔ,43
m_iː_ɐ,43
m_g_r,43
m_f_oː,43
l_s_oː,43
l_b_ɪ,43
l_aː_s,43
k_t_f,43
k_r_oː,43
k_h_a,43
ɪ_t_ʊ,43
ɪ_m_eː,43
ɪ_ç_ɔ,43
iː_f_ɪ,43
iː_a_ɐ,43
f_v_aː,43
f_ɛ_t,43
ə_m_z,43
ə_m_n,43
ə_l_eː,43
ə_f_ɔ,43
eː_n_yː,43
d_ɐ_au,43
ç_ʃ_p,43
ç_ə_z,43
ç_b_r,43
b_oː_k,43
b_l_ɛ,43
b_eː_h,43
au_ç_ʊ,43
aː_t_f,43
aː_l_yː,43
aː_k_ʊ,43
aː_ɐ_x,43
_p:__z_uː,43
z_oː_ɔ,42
yː_n_ə,42
x_d_r,42
x_d_ɔ,42
v_ɛ_ŋ,42
ʊ_m_s,42
uː_t_a,42
uː_m_v,42
uː_m_k,42
uː_m_aː,42
t_ʃ_uː,42
t_r_ʏ,42
t_a_v,42
t_a_f,42
ʃ_ʊ_ŋ,42
ʃ_ɛ_t,42
s_ɪ_p,42
s_ə_v,42
s__p:__d,42
r_ə_g,42
r_aː_l,42
ɔ_n_z,42
oː_t_ɔ,42
n_t_ɔi,42
n_aː_z,42
m_ɐ_ʃ,42
l_s_k,42
l_s_h,42
l_s_f,42
l_k_ʊ,42
k_ʊ_x,42
k_t_r,42
k_t__p:_,42
k_s_d,42
k_eː_t,42
k_aː_r,42
k_a_s,42
k_a_m,42
ɪ_n_l,42
iː_oː_d,42
iː_l_b,42
h_p_m,42
g_ə_t,42
f_ʏ_ɐ,42
f_ʊ_s,42
f_r_d,42
ə_l_f,42
ə_f_iː,42
eː_j_aː,42
d_ʏ_ɐ,42
ç_z_iː,42
b_l_a,42
ɐ_oː_p,42
ɐ_n_ai,42
ai_m_oː,42
ai_m_ai,42
aː_p_iː,42
aː_p_aː,42
aː_m_au,42
aː_k_g,42
a_x_l,42
a_t_r,42
a_p_ɛ,42
z_ɛ_ɐ,41
ʏ_t_s,41
yː_ɐ_f,41
x_t_aː,41
x_r_ɪ,41
x_d_ə,41
v_oː_z,41
t_ʃ_ʊ,41
t_ʃ_a,41
t_ɔ_ɐ,41
t_ə_x,41
t_ɐ_f,41
t_au_n,41
ʃ_ɪ_n,41
ʃ_au_s,41
s_øː_z,41
r_oː_z,41
ɔi_ç_t,41
ɔ_ɐ_k,41
øː_z_ɪ,41
oː_l_ʊ,41
oː_ɐ_z,41
oː_ɐ_g,41
ŋ_t_d,41
n_z_ɐ,41
n_k_ɛ,41
n_h_au,41
n_eː_ʊ,41
l_t_oː,41
l_s_a,41
l_j_ɛ,41
l_f_ɪ,41
l_ai_b,41
k_ʊ_m,41
k_r_ai,41
k_ɔ_l,41
k_ɛː_z,41
ɪ_ʃ_h,41
ɪ_m_s,41
iː_f_oː,41
iː_aː_n,41
h_ɛ_ŋ,41
f_l_ʊ,41
ə_r_ai,41
x_f_iː,41
eː_ɪ_n,41
eː_b_a,41
b_aː_b,41
ɐ_v_ʊ,41
ɐ_f_eː,41
ɐ_b_a,41
au_s_v,41
au_p_s,41
ai_l_a,41
aː_t_b,41
aː_s_oː,41
aː_g_r,41
a_x_r,41
a_s_s,41
_p:__m_aː,41
z_oː_yː,40
z_iː_a,40
z_ə_h,40
yː_s_ə,40
yː_ɐ_ai,40
x_n_b,40
x_f_iː,40
v_oː_r,40
ʊ_m_t,40
t_t_z,40
t_t_g,40
t_ɔ_k,40
ʃ_m_a,40
s_z_a,40
s_ɪ_k,40
s_h_iː,40
s_f_ʊ,40
r_n_ɪ,40
p_v_ɛ,40
p_r_ʏ,40
p_f__p:_,40
p_d_uː,40
ɔi_ə_s,40
ɔ_p_s,40
ɔ_l_f,40
ɔ_f_ɪ,40
oː_uː_z,40
oː_s_v,40
oː_p_r,40
oː_l_ɛ,40
oː_k_j,40
oː_j_ə,40
oː_ɐ_n,40
ŋ_d_a,40
n_n_d,40
n_ai_m,40
n_a_k,40
m_t_r,40
m_m_oː,40
m_k_ɪ,40
m_h_au,40
l_uː_m,40
l_ə_oː,40
l_ə_b,40
k_t_eː,40
k_l_ɛː,40
ɪ_t_ɛː,40
ɪ_d_ɛ,40
iː_ɐ_v,40
h_eː_r,40
g_iː_r,40
g_eː_ɪ,40
f_ʊ_ɐ,40
f_ɪ_k,40
ə_m_h,40
ə_k_ɪ,40
eː_s_l,40
eː_m_f,40
eː_g_uː,40
eː_g_ɪ,40
eː_b_au,40
eː_ɐ_eː,40
d_ɛ_m,40
ç_n_b,40
b_yː_r,40
ɐ_t_t,40
ɐ_s_n,40
ɐ_n_ɔi,40
ɐ_n_f,40
au_f_ʃ,40
au_f_r,40
au_f_h,40
au_f_aː,40
a_x_ai,40
a_ŋ_d,40
_p:__au_f,40
ai_n_oː,39
f_eː_t,39
x_t_j,39
x_t_g,39
x_b_ai,39
ʊ_ŋ_oː,39
ʊ_ŋ_l,39
uː_v_ɛ,39
uː_t_ʊ,39
uː_n_ai,39
uː_h_aː,39
t_uː_l,39
t_s_s,39
t_l_ai,39
t_f_eː,39
t_ɛ_t,39
t_ə_r,39
ʃ_ʊ_n,39
r_aː_b,39
p_eː_s,39
oː_j_eː,39
oː_f_r,39
n_m_l,39
n_f_d,39
n_b_iː,39
m_t_ʃ,39
m_f_aː,39
m_b_a,39
m_au_t,39
l_uː_k,39
l_m_ai,39
k_au_ç,39
j_a__p:_,39
ɪ_ʃ_ɐ,39
ɪ_n_x,39
ɪ_ɐ_ç,39
iː__p:__z,39
f_t_z,39
f_t_r,39
f_t_ɐ,39
f_eː_t,39
ɛː_d_ɛ,39
ɛ_ʃ_n,39
ɛ_n_x,39
ə_z_eː,39
ə_s_l,39
ə_r_eː,39
ə__p:__aː,39
d_uː_l,39
d_r_n,39
d_oː_t,39
d_ɪ_k,39
ç_r_ai,39
ç_eː_h,39
ɐ_v_ɛː,39
ai_t_n,39
ai_t_a,39
ai_n_oː,39
aː_k_œ,39
aː_b_iː,39
a_ɐ_g,39
_p:__p_f,39
_p:__au_s,39
z_iː_ai,38
z_eː_d,38
x_t_a,38
x_aː_b,38
v_œ_n,38
v_ai_j,38
ʊ_ʃ_ə,38
uː_t_ɛ,38
uː_ɪ_ɐ,38
uː_b_eː,38
t_t_ai,38
ɛː_d_ɛ,38
ʃ_t_oː,38
ʃ_m_ɪ,38
s_p_l,38
s_l_ə,38
s_ɛ_p,38
s_b_ʊ,38
r_t_ɪ,38
r_ɔ_k,38
r_ə_h,38
r_ai_ʊ,38
p_t_h,38
p_r_ɛː,38
ɔ_t_ə,38
œ_n_l,38
œ_ɐ_s,38
oː_z_eː,38
oː_s_d,38
oː_s_a,38
oː_p_v,38
oː_n_ɔ,38
oː_eː_ɐ,38
oː_b_ɛ,38
ŋ_z_oː,38
ŋ_l_au,38
n_x_h,38
n_s_a,38
n_h_eː,38
n_eː_p,38
n_ç_d,38
m_ʃ_l,38
m_iː_r,38
m_au_s,38
l_øː_d,38
j_oː_p,38
j_aː_l,38
ɪ_m_a,38
iː_n_ɛ,38
g_r_ʏ,38
g_ə_ʃ,38
f_l_ɪ,38
f_aː_l,38
ɛ_s_eː,38
ə_n_yː,38
ə_f_ɪ,38
ə_aː_m,38
ə_a_p,38
eː_t_eː,38
d_ə_au,38
ç_l_eː,38
ç_b_l,38
b_ʊ_n,38
b_l_uː,38
b_l_ɔ,38
ɐ_s_v,38
ɐ_p_ɛ,38
aː_z_ai,38
aː_r_yː,38
aː_k_n,38
aː_k_au,38
_p:__z_yː,38
_p:__ɪ_s,38
_p:__d_a,38
yː_ɐ_j,37
x_ɪ_l,37
v_oː_t,37
v_n_t,37
ʊ_s_h,37
uː_ʊ_n,37
uː_ɐ_au,37
uː_ɐ_a,37
t_uː_aː,37
t_t_oː,37
t_t_j,37
t_t_au,37
t_h_ɔ,37
t_b_a,37
t_ɐ_oː,37
ʃ_p_ɛ,37
ʃ_d_aː,37
s_uː__p:_,37
s_ʃ_v,37
s_s_t,37
s_r_ɛ,37
s_l_ɔi,37
s_ə_ʃ,37
s_eː_h,37
r_m_aː,37
p_t_ɛ,37
p_ɪ_ɐ,37
ɔ_n_ə,37
ɔ_k_ɐ,37
oː_z_ai,37
ŋ_eː_m,37
n_ʊ_ɐ,37
n_ʃ_øː,37
n_oː_b,37
n_ɪ_z,37
n_eː_l,37
n__p:__p,37
n__p:__h,37
m_v_iː,37
m_uː_s,37
m_r_au,37
m_p_a,37
m_m_ʊ,37
m_m_ai,37
m_aː_s,37
m_a_ʃ,37
l_oː_m,37
l_iː_r,37
l_iː_f,37
k_v_ɪ,37
k_oː_h,37
k_h_aː,37
k_d_r,37
ɪ_ʃ_au,37
ɪ_s_r,37
ɪ_m_ʊ,37
ɪ_f_iː,37
iː_yː_b,37
iː_n_a,37
iː_l_eː,37
ɛ_r_ai,37
ə_n_x,37
ə_k_oː,37
ə_ɪ_d,37
ə_h_ɛ,37
ə_b_r,37
eː_t__p:_,37
eː_s_p,37
eː_n_ai,37
eː_k_ɪ,37
eː_ɐ_uː,37
d_eː_f,37
ç_n_ə,37
b_iː_t,37
b_ə_ʃ,37
ɐ_p_ʊ,37
ɐ_n_k,37
ɐ_g_ɐ,37
au_p_ʃ,37
ai_t_l,37
ai_t_au,37
ai_m_a,37
ai_l__p:_,37
ai_ɪ_ɐ,37
ai_d_ɛ,37
aː_r_oː,37
aː_p_z,37
t_l_eː,37
aː_ɐ_l,37
a_t_n,37
a_s_h,37
_p:__v_ɪ,37
_p:__ɔi_r,37
_p:__g_uː,37
z_oː_ɐ,36
z_aː_l,36
ʏ_k_g,36
ʏ_ɐ_s,36
yː_ɐ_v,36
x_yː_b,36
ʊ_ŋ_ɛ,36
uː_t_l,36
uː_ʃ_t,36
uː_aː_t,36
t_s_ɐ,36
t_r_n,36
t_l_eː,36
t_ɐ_k,36
t_ɐ_b,36
s_ʊ_s,36
s_h_au,36
r_yː_s,36
p_ʃ_t,36
p_ɪ_s,36
p_iː_ɐ,36
p_f_ɪ,36
p_ə_l,36
ɔ_m_ɛ,36
ɔ_l_m,36
ŋ_s_g,36
ŋ_s_f,36
ŋ_f_oː,36
n_t_ɔ,36
n_p_f,36
m_k_r,36
m_a_d,36
l_z_ɪ,36
l_aː_r,36
k_oː_ʊ,36
ɪ_ʃ_ʊ,36
ɪ_p_ə,36
ɪ_k_ɪ,36
ɪ_f_eː,36
iː_ʃ_oː,36
h_p_g,36
h_aː_j,36
g_r_yː,36
f_r_iː,36
f_g_ə,36
ə_v_a,36
ə_k_ai,36
ə_h_eː,36
eː_s_eː,36
eː_n_r,36
d_r_p,36
d_ə_ʃ,36
d_ə_p,36
ç_t_ɐ,36
ç_k_œ,36
b_ɐ_aː,36
b_ai_v,36
ɐ_t_k,36
ɐ_m_oː,36
ɐ_h_ɔ,36
ɐ_g_ʊ,36
au_s_iː,36
aː_yː_b,36
aː_s_yː,36
aː_l_eː,36
aː_b_yː,36
aː_aː_n,36
aː__p:__f,36
a_t_m,36
x_ə_d,36
_p:__ɪ_ɐ,36
_p:__eː_h,36
z_ʊ_ɐ,35
z_iː_e,35
z_œ_n,35
ʏ_k_l,35
yː_g_ə,35
yː_d_ə,35
x_ɪ_s,35
x_f_ɔ,35
x_ə_d,35
v_r_eː,35
v_n_d,35
v_iː_eː,35
v_a_ŋ,35
ʊ_ŋ_t,35
uː_ɪ_m,35
t_k_ɪ,35
ʃ_ɪ_ɐ,35
s_ə_m,35
s_au_t,35
r_yː_n,35
r_ʊ_x,35
r_m_a,35
r_eː_s,35
p_v_ɪ,35
ɔi_f_ɪ,35
ɔ_x_j,35
oː_z_ɛ,35
oː_p_m,35
oː_n_uː,35
oː_k_s,35
oː_k_ɪ,35
øː_d_ə,35
oː_a_ŋ,35
ŋ_eː_k,35
n_iː_n,35
n_ə_ʊ,35
n_ai_d,35
m_v_a,35
m_m_aː,35
m_j_ɛ,35
m_eː_l,35
m_ɐ_h,35
m_ɐ_au,35
l_ɪ_f,35
l_a_ʃ,35
k_z_a,35
k_t_iː,35
k_ə_ɪ,35
ɪ_r_ɐ,35
ɪ_ŋ_ɪ,35
ɪ_n_ɔ,35
ɪ_m__p:_,35
ɪ_ɐ__p:_,35
iː_ɐ_g,35
iː_aː_b,35
h_ɔi_f,35
h_ɛ_n,35
g_ə_oː,35
f_t_l,35
f_ɪ_ŋ,35
ɛ_n_ɐ,35
ɛ_m__p:_,35
ɛ_g_eː,35
eː_l_iː,35
d_iː_ʊ,35
d_ə_t,35
d_ɐ_ʃ,35
ç_ə_g,35
b_r_ɛ,35
ɐ_z_œ,35
ɐ_t_ɔi,35
ɐ_t_ɔ,35
ɐ_n_ʃ,35
au_s_r,35
au_n_ɔ,35
au_g_eː,35
au_f_p,35
au_ç_oː,35
ai_f_ɛ,35
aː_z_aː,35
aː_s_uː,35
aː_n_s,35
aː_m_g,35
aː_g_iː,35
a_t_f,35
a_ʃ_ɪ,35
a_s_j,35
a_d_iː,35
_p:__ʃ_l,35
_p:__b_ai,35
z_ɛ_p,34
yː_r_oː,34
x_f_r,34
x_aː_n,34
x_a_n,34
ʊ_l_d,34
uː_t_ɐ,34
uː_r_ɪ,34
uː_n_k,34
uː_l_a,34
uː_ɪ_ç,34
uː_ɐ_h,34
t_x_d,34
t_t_ɪ,34
t_ʃ_øː,34
t_ɪ_l,34
t_eː_k,34
t__p:__ʃ,34
s_n_b,34
s_l_ʊ,34
s_iː_n,34
s_h_ɔi,34
s_eː_m,34
p_s_d,34
p_f_oː,34
p_au_z,34
ɔi_t_s,34
ɔi_r_ə,34
øː_z_ə,34
oː_r_au,34
oː_n_yː,34
oː_n_ɐ,34
ŋ_n_ɪ,34
ŋ_k_d,34
ŋ_h_a,34
n_ʃ_ɪ,34
n_s__p:_,34
n_ə_au,34
n_d_ɔi,34
n_au_ɪ,34
n_au_a,34
m_t_eː,34
m_l_a,34
m_h_ɪ,34
m_f_iː,34
m_b_ɪ,34
l_s_x,34
l_m_ə,34
l_ɛː_r,34
k_ʏ_ɐ,34
k_ʊ_ŋ,34
k_s_m,34
k_s_aː,34
k_l_oː,34
ɪ_ʃ_z,34
ɪ_ʃ_t,34
ɪ_ʃ_ʃ,34
ɪ_f__p:_,34
iː_t_d,34
iː_p_l,34
h_øː_ɐ,34
f_t_ʊ,34
f_l_uː,34
f_ɪ_d,34
ə_l_v,34
ə_k_aː,34
ə_h_ɪ,34
ç__p:__b,34
b_l_iː,34
b_eː_m,34
b_au_ə,34
b_ai_g,34
ɐ_z_ə,34
ɐ_ʃ_ʊ,34
ɐ_n_iː,34
au_p_m,34
ai_m_t,34
aː_z_ɔ,34
aː_ɛ_ɐ,34
b_au_ə,34
a_x_aː,34
z_j_oː,33
z_iː_ʃ,33
z_iː__p:_,33
ʏ_ç_t,33
yː_ɐ_g,33
x_f_ɛ,33
v_ai_k,33
ʊ_s_k,33
ʊ_ŋ_au,33
ʊ_m_z,33
ʊ_k_ɐ,33
ʊ_ɐ_n,33
uː_t__p:_,33
uː_n_b,33
t_ʊ_m,33
t_oː_f,33
t_l_oː,33
t_k_ɛ,33
t_ɐ_au,33
t_aː_r,33
ʃ_iː_t,33
s_m_ʏ,33
s_m_uː,33
s_m_ɛ,33
s_k_v,33
s_ɛ_m,33
s_b_aː,33
s_a_v,33
r_ʏ_n,33
r_j_ɛ,33
r_aː_p,33
p_t_z,33
p_t_ə,33
p_ʃ_l,33
p_s_n,33
p_l_uː,33
p_eː_t,33
ɔ_x_s,33
ɔ_ŋ_k,33
ɔ_g_n,33
ŋ_s_b,33
n_t_ʏ,33
n_j_oː,33
n_ɛ_r,33
n_d_oː,33
n_ɐ_ʃ,33
n_aː_p,33
m_ʊ_ŋ,33
m_t_ʊ,33
m_l_n,33
m_d_ɪ,33
l_uː_n,33
l_r_ai,33
l_m_t,33
k_œ_ɐ,33
k_g_ɛ,33
ɪ_t_iː,33
ɪ_t_ɐ,33
ɪ_ʃ_n,33
ɪ_m_r,33
ɪ_m_iː,33
iː_z_aː,33
iː_t_eː,33
iː_l_z,33
h_ɪ_ç,33
g_ɪ_t,33
f_m_ɪ,33
f_m_a,33
ɛ_n_n,33
ɛ_g_n,33
ə_v_eː,33
ə_t_a,33
ə_s_ɛ,33
ə_f_aː,33
eː_v_œ,33
d_uː_ai,33
d_iː_eː,33
d_ə_b,33
d_ɐ_aː,33
ɐ_s_m,33
ɐ_s_au,33
ɐ_oː_t,33
au_s_ɪ,33
au_p_eː,33
ai_l_j,33
aː_au_s,33
aː__p:__z,33
a_x_ʊ,33
a_ʊ_n,33
a_s_au,33
a_p_ə,33
_p:__p_a,33
_p:__eː_b,33
z_ʊ_n,32
z_ə_b,32
yː_z_ə,32
x_v_iː,32
x_t_uː,32
x_k_r,32
v_iː_aː,32
ʊ_s_eː,32
ʊ_k_s,32
ʊ_k_ɪ,32
uː_t_au,32
uː_n_x,32
uː_j_aː,32
t_a_s,32
t__p:__v,32
ʃ_ɪ_f,32
ʃ_d_a,32
s_iː_aː,32
s_f_ʏ,32
r_iː_d,32
r_iː_aː,32
r_ə__p:_,32
r_au_t,32
p_x_ʃ,32
p_n_ɔ,32
oː_z_ɔ,32
oː_t_ɛ,32
oː_ʃ_oː,32
oː_r_aː,32
oː_p_aː,32
oː_g_l,32
ŋ_eː_z,32
n_s_ʃ,32
n_r_iː,32
n_oː_z,32
n_iː_ɪ,32
n_au_uː,32
m_ʏ_n,32
m_t_oː,32
m_ʃ_oː,32
l_z_ɔ,32
l_v_a,32
l_t_l,32
l_ʃ_p,32
l_g_a,32
k_n_ɔ,32
k_ɪ_l,32
ɪ_ʃ_m,32
ɪ_m_j,32
ɪ_ɐ_p,32
ɪ_ɐ_p,32
iː_l_l,32
iː_l_au,32
iː_k_oː,32
iː_h_iː,32
iː_ɐ_ʊ,32
h_m_v,32
g_oː_g,32
f_p_a,32
ɛː_z_ɛ,32
ɛː_h_ə,32
ɛ_n_p,32
ə_s_p,32
ə_d_ɔ,32
eː_v_aː,32
eː_s_aː,32
eː_m_z,32
eː_m_yː,32
eː_m_ʃ,32
eː_k_oː,32
d_uː_au,32
d_r_l,32
d_ə_ʊ,32
ç_k_l,32
ç_g_ai,32
ç_f_aː,32
ɐ_t_iː,32
ɐ_l_ai,32
au_uː_n,32
au_a_l,32
ai_l_n,32
ai_d_ʊ,32
aː_p_v,32
aː_p__p:_,32
aː_g_ʊ,32
aː_b_a,32
a_a_l,32
_p:__d_r,32
z_ə_ʊ,31
z_ə_au,31
z_eː_t,31
z_a_n,31
ʏ_l_ə,31
ʏ_ç_ɛ,31
x_v_ɪ,31
uː_t_n,31
uː_ai_n,31
t_t_ʃ,31
t_t_k,31
t_ʃ_ɪ,31
t_p_a,31
t_oː_uː,31
t_ɐ__p:_,31
ʃ_z_oː,31
ʃ_p_ɪ,31
ʃ_l_iː,31
s_ɪ_t,31
s_f_aː,31
s_ə_k,31
s_eː_g,31
s_ɐ_d,31
s__p:__h,31
s__p:__b,31
r_ə_ɪ,31
r_ə_au,31
r_eː_p,31
r_eː_n,31
p_t_ʃ,31
p_m_ai,31
p_f_t,31
oː_ʊ_ŋ,31
øː_n_v,31
oː_ɐ_t,31
ŋ_ə_d,31
n_ʃ_ɛ,31
n_oː_g,31
n_n_b,31
m_yː_z,31
m_f_a,31
m_ɐ_r,31
m_ɐ_b,31
l_z_ai,31
k_ʏ_n,31
k_ʊ_l,31
k_t_t,31
k_s_ʊ,31
k_s_g,31
k_ɔ_r,31
k_ɔ_g,31
j_aː_ɔ,31
ɪ_t_h,31
ɪ_l_j,31
ɪ_ɐ_r,31
iː_s_d,31
iː_l_ʊ,31
iː_f_a,31
iː_ɛ_n,31
iː_d_l,31
h_ɛ_f,31
g_n_eː,31
g_l_aː,31
f_t_aː,31
f_ʃ_t,31
f_ai_ɐ,31
ɛ_t_oː,31
ɛ_t_d,31
ɛ_l_v,31
ə_f_a,31
ə_ɛ_ç,31
ə_b_ɛ,31
eː_t_b,31
eː_m_n,31
eː_l_ə,31
eː_f_ɔ,31
d_r_eː,31
d_l_ʊ,31
d_ɪ_ʃ,31
d_eː_d,31
d_aː_oː,31
ç_n_aː,31
ç_m_ʏ,31
ç_g_ɐ,31
ç_a_p,31
ɐ_p_t,31
ɐ_n_j,31
ɐ_l_ʊ,31
ɐ_f_ʊ,31
au_n_eː,31
au_m_aː,31
au_ɪ_ç,31
ai_ə_n,31
ai_ç_n,31
aː_t_ɔ,31
aː_p_ʃ,31
aː_p_ɛ,31
aː_l_l,31
a_x_ɛ,31
a_l_m,31
a_l_ɪ,31
a_f_iː,31
z_eː_g,30
ʏ_ɐ_n,30
yː_r_ʊ,30
yː_l_d,30
x_t_ai,30
x_ɛ_ç,30
x_d_uː,30
x_b_ɛ,30
v_ʏ_s,30
ʊ_p_s,30
ʊ_ɐ_m,30
uː_t_j,30
uː_n_aː,30
uː_f_r,30
uː_ɐ_ʃ,30
uː_ɐ_b,30
t_œ_ɐ,30
t_oː_g,30
t_m_ʏ,30
t_h_m,30
t_h_eː,30
s_ɔ_x,30
r_z_ɪ,30
r_ai_ʃ,30
p_uː_n,30
p_t_v,30
ɔi_m_ə,30
ɔ_x_l,30
ɔ_m_ɪ,30
oː_v_r,30
øː_s_ɐ,30
oː_r_ʊ,30
oː_m_ʊ,30
oː_a_ɐ,30
ŋ_eː_v,30
n_z_uː,30
n_s_ai,30
n_p_ʊ,30
n_l_ai,30
n_h_ʊ,30
n_ç_ʃ,30
n_b_ə,30
n_au_n,30
m_n_eː,30
m_n_a,30
m_l_au,30
m_ɪ_k,30
m_d_ɔ,30
ç_ʃ_v,30
l_v_oː,30
l_œ_t,30
k_t_ai,30
ɪ_m_au,30
iː_p_r,30
iː_n_d,30
iː_m_ɛ,30
f_oː_l,30
ɛ_s_l,30
ɛ_ŋ_s,30
ɛ_l_ʃ,30
ə_l_oː,30
ə_d_uː,30
eː_m_ʊ,30
eː_h_au,30
eː_h_aː,30
eː_f_r,30
d_ɔ_k,30
d_ɛ_k,30
d_ə_j,30
ç_ʃ_v,30
ç_s_n,30
ç_ə_l,30
ç_au_n,30
ç__p:__v,30
b_oː_d,30
b_ɪ_p,30
ɐ_t_p,30
au_p_z,30
au_f_f,30
au_b_l,30
aː_n_r,30
aː_m_ʏ,30
aː_k_eː,30
_p:__v_iː,30
_p:__uː_n,30
_p:__ɛ_ç,30
z_a_ŋ,29
x_g_a,29
x_f_oː,29
x_aː_m,29
v_œ_ɐ,29
v_eː_m,29
ʊ_m_f,29
ʊ_ɐ_g,29
uː_r_ɛ,29
uː_r_a,29
uː_n__p:_,29
uː_m_ʃ,29
uː_m__p:_,29
uː_g_ə,29
t_x_g,29
t_t_aː,29
t_n_t,29
t_ə_p,29
ʃ_h_a,29
ʃ_ɛ_ɐ,29
s_ɪ_f,29
s_ə_ʊ,29
s_ɐ_ɪ,29
s_ɐ_a,29
s__p:__ʃ,29
r_iː_uː,29
r_au_n,29
p_uː_t,29
p_n_eː,29
p_aː_b,29
ɔ_t_d,29
ɔ_s_ə,29
ɔ_k_d,29
oː_v_a,29
øː_t_ɪ,29
oː_ʃ_n,29
oː_ɔ_f,29
oː_l_ɐ,29
oː_k_ʊ,29
oː__p:__z,29
ŋ_k_m,29
n_f_ai,29
m_p_uː,29
m_g_ə,29
